日期,功率,2米比湿(g/kq),2米气温(℃),地表气温(℃),到达地表的短波辐射(w/m2),2米相对湿度(%),相对湿度500(%),地面气压(hPa)
2019/2/5 13:30,-13.072,2,-1.1,1.2,606.8,48.5,61.3,862.2
2019/2/5 13:45,-13.0343,2,-0.9,1.4,606.8,48.3,58.9,862.2
2019/2/5 14:00,-10.7137,2,-0.8,1.4,570.7,48.1,56.7,862.1
2019/2/5 14:15,-11.3456,2,-0.7,1.5,570.7,47.9,54.7,862
2019/2/5 14:30,-11.1998,2,-0.6,1.5,506.5,47.9,52.9,861.9
2019/2/5 14:45,-10.5857,2,-0.5,1.5,506.5,47.9,51,861.8
2019/2/5 15:00,-9.9611,2.1,-0.6,1.2,400.3,48.3,49,861.7
2019/2/5 15:15,-8.9488,2.1,-0.5,1.2,400.3,48.5,47.2,861.6
2019/2/5 15:30,-7.5494,2.1,-0.6,0.7,278.7,49.4,45.7,861.5
2019/2/5 15:45,-6.6992,2.1,-0.6,0.6,278.7,49.8,44.2,861.4
2019/2/5 16:00,-5.658,2.1,-0.8,0.1,176,51,43.2,861.3
2019/2/5 16:15,-4.5398,2.2,-0.8,0.1,176,51.7,42.9,861.3
2019/2/5 16:30,-3.5801,2.2,-0.9,-0.4,106.4,53.2,42.6,861.2
2019/2/5 16:45,-2.4101,2.2,-1,-0.5,106.4,54.2,42.6,861.2
2019/2/6 7:45,-0.11,1.5,-11.6,-8.7,0,82,47.2,866.5
2019/2/6 8:00,-0.31,1.5,-11.7,-8.6,30.3,81.7,46.4,866.8
2019/2/6 8:15,-0.7525,1.5,-11.8,-8.7,22.9,85.5,63.9,867
2019/2/6 8:30,-1.184,1.5,-11.7,-8.4,68.8,84.4,62.7,867.1
2019/2/6 8:45,-1.5613,1.5,-11.6,-8.3,68.8,83.7,62.3,867.2
2019/2/6 9:00,-1.9447,1.5,-11.5,-7.9,126.5,82.3,61.9,867.4
2019/2/6 9:15,-3.0894,1.5,-11.4,-7.8,126.5,81.6,61.9,867.5
2019/2/6 9:30,-3.5845,1.5,-11.3,-7.3,182.1,80.6,62.4,867.8
2019/2/6 9:45,-6.0953,1.5,-11.2,-7.2,182.1,80.1,63.7,867.7
2019/2/6 10:00,-3.7251,1.5,-11,-6.8,229.5,79.2,65.7,867.9
2019/2/6 10:15,-8.1281,1.5,-10.9,-6.7,229.5,78.4,67.4,868
2019/2/6 10:30,-5.0194,1.5,-10.8,-6.4,270.1,77.2,68.8,868.1
2019/2/6 10:45,-9.7872,1.5,-10.7,-6.2,270.1,76.4,69.5,868.2
2019/2/6 11:00,-7.0026,1.5,-10.5,-5.9,305.9,75.4,69.6,868.3
2019/2/6 11:15,-6.6599,1.5,-10.4,-5.8,305.9,74.6,69.5,868.4
2019/2/6 11:30,-6.435,1.5,-10.3,-5.6,324.4,73.8,69.2,868.2
2019/2/6 11:45,-9.4682,1.5,-10.2,-5.4,324.4,73.2,67.7,868.1
2019/2/6 12:00,-8.1148,1.5,-10.1,-5.1,362.2,72.3,65.8,868
2019/2/6 12:15,-9.0664,1.5,-10,-4.9,362.2,71.7,64.4,867.9
2019/2/6 12:30,-9.4327,1.5,-9.8,-4.6,394.7,70.9,62.4,867.9
2019/2/6 12:45,-9.5704,1.5,-9.6,-4.4,394.7,70.2,59.3,867.9
2019/2/6 13:00,-7.004,1.5,-9.4,-4.2,418.3,68.9,55.9,867.9
2019/2/6 13:15,-10.5901,1.5,-9.1,-4.1,418.3,67.2,52.9,868
2019/2/6 13:30,-7.1062,1.5,-8.9,-3.7,481.1,64.9,49.9,868.1
2019/2/6 13:45,-7.4643,1.4,-8.6,-3.5,481.1,62.8,47.4,868.2
2019/2/6 14:00,-7.5479,1.4,-8.4,-3.3,512.8,61,45.3,868.3
2019/2/6 14:15,-7.9882,1.4,-8.3,-3.2,512.8,59.8,43.4,868.5
2019/2/6 14:30,-7.5886,1.4,-8.3,-3.4,480.4,59,41.5,868.6
2019/2/6 14:45,-8.2073,1.4,-8.3,-3.4,480.4,58.4,39.2,868.7
2019/2/6 15:00,-3.7473,1.4,-8.3,-3.7,432.2,58,37.1,868.7
2019/2/6 15:15,-6.6881,1.3,-8.3,-3.8,432.2,57.4,35.4,868.9
2019/2/6 15:30,-5.4219,1.3,-8.4,-4.2,373.8,57.1,34.1,869
2019/2/6 15:45,-4.1787,1.3,-8.5,-4.3,373.8,56.4,33.1,869.2
2019/2/6 16:00,-3.4469,1.3,-8.7,-5,300.2,56.3,32.1,869.3
2019/2/6 16:15,-2.8519,1.3,-8.9,-5.2,300.2,56.1,30.8,869.4
2019/2/6 16:30,-4.104,1.2,-9.3,-6.1,212.7,57,29.2,869.6
2019/2/6 16:45,-2.9881,1.2,-9.6,-6.4,212.7,57.7,27.3,869.8
2019/2/7 7:45,-0.6117,0.5,-21.7,-17.3,0,62.4,8.7,879.1
2019/2/7 8:00,-1.6117,0.5,-21.5,-16.8,64.8,60.3,8.8,879.2
2019/2/7 8:15,-2.106,0.4,-21.7,-17.1,64.7,55.9,11.5,879
2019/2/7 8:30,-2.9074,0.4,-21.4,-16.3,165,52.9,12.5,879.2
2019/2/7 8:45,-3.256,0.4,-21.2,-16.1,165,51.9,13.5,879.2
2019/2/7 9:00,-6.7769,0.4,-20.8,-15.3,265.6,50.3,14.4,879.3
2019/2/7 9:15,-7.1602,0.4,-20.6,-15,265.6,49.7,15.4,879.2
2019/2/7 9:30,-5.0926,0.4,-20.1,-14.2,359.8,48.5,16.6,879.3
2019/2/7 9:45,-6.691,0.4,-19.8,-13.9,359.8,47.9,17.9,879.2
2019/2/7 10:00,-5.8844,0.4,-19.3,-13.1,444.5,46.8,19.2,879.2
2019/2/7 10:15,-6.597,0.4,-19,-12.8,444.5,46.1,20.3,878.9
2019/2/7 10:30,-8.0016,0.5,-18.5,-12.1,517.4,44.9,21.3,878.9
2019/2/7 10:45,-8.8859,0.5,-18,-11.7,517.4,44,22.3,878.8
2019/2/7 11:00,-10.9305,0.5,-17.6,-11,576.8,42.9,23.8,878.9
2019/2/7 11:15,-10.724,0.5,-17.2,-10.7,576.8,42.3,25.5,878.8
2019/2/7 11:30,-12.1744,0.5,-16.7,-10.1,621.3,41.6,27.2,878.7
2019/2/7 11:45,-10.0884,0.5,-16.3,-9.7,621.3,41.2,29.1,878.5
2019/2/7 12:00,-12.3506,0.5,-15.9,-9.3,650.1,40.7,31.4,878.4
2019/2/7 12:15,-13.0247,0.5,-15.5,-8.9,650.1,40.4,34.2,878.4
2019/2/7 12:30,-11.8259,0.5,-15.1,-8.6,662.8,40.1,37.4,878.1
2019/2/7 12:45,-9.2522,0.6,-14.7,-8.3,662.8,39.8,41.6,877.9
2019/2/7 13:00,-9.449,0.6,-14.4,-8,659,39.3,46.5,877.6
2019/2/7 13:15,-8.1636,0.6,-14,-7.7,659,38.9,50.4,877.5
2019/2/7 13:30,-8.9317,0.6,-13.7,-7.4,639.6,38.4,53.7,877.4
2019/2/7 13:45,-7.838,0.6,-13.4,-7.1,639.6,37.8,57.6,877.5
2019/2/7 14:00,-6.099,0.6,-13.2,-7,604.1,37.3,61.1,877.6
2019/2/7 14:15,-5.473,0.6,-12.9,-6.8,604.1,36.7,63.8,877.6
2019/2/7 14:30,-5.214,0.6,-12.7,-6.7,552.5,36.2,66.4,877.5
2019/2/7 14:45,-4.7404,0.6,-12.5,-6.5,552.5,35.5,68.5,877.5
2019/2/7 15:00,-4.3186,0.6,-12.4,-6.6,483.4,35.3,68.9,877.4
2019/2/7 15:15,-3.5534,0.6,-12.2,-6.5,483.4,35.1,68.7,877.4
2019/2/7 15:30,-3.4728,0.6,-12.1,-6.7,398.4,35.2,68.2,877.4
2019/2/7 15:45,-2.8371,0.6,-12,-6.6,398.4,35,67.2,877.4
2019/2/7 16:00,-2.3065,0.6,-11.9,-7.1,321.2,35.2,65.4,877.4
2019/2/7 16:15,-2.2111,0.6,-11.8,-7.1,321.2,35,65.4,877.4
2019/2/7 16:30,-1.4237,0.6,-11.9,-7.6,225,35.6,67.4,877.5
2019/2/7 16:45,-1.0493,0.6,-11.8,-7.7,225,35.9,70.3,877.5
2019/2/8 7:45,-0.1909,1.5,-11.6,-9,0,85.8,32,873.5
2019/2/8 8:00,-0.1909,1.5,-11.5,-8.7,42.1,84.8,32,873.5
2019/2/8 8:15,-0.5638,1.1,-15.2,-12.6,65.4,83.9,13.2,872.8
2019/2/8 8:30,-0.7318,1.1,-14.4,-11.5,163.8,79.6,12.7,873
2019/2/8 8:45,-1.1936,1.1,-14,-11.1,163.8,74.8,12.4,873
2019/2/8 9:00,-5.8304,1.1,-13.5,-10,263.1,70.7,12.1,873.1
2019/2/8 9:15,-6.9855,1.1,-13,-9.5,263.1,69.3,11.9,872.9
2019/2/8 9:30,-8.1525,1.1,-12.5,-8.5,356.3,66.8,11.7,872.9
2019/2/8 9:45,-9.133,1.1,-12,-8.1,356.3,65.3,11.3,872.8
2019/2/8 10:00,-7.5058,1.1,-11.5,-7.3,440.2,63.2,10.7,872.8
2019/2/8 10:15,-8.9088,1.2,-11,-6.9,440.2,61.6,10,872.6
2019/2/8 10:30,-8.9088,1.2,-10.5,-6.1,512.5,58.8,9.4,872.6
2019/2/8 10:45,-10.1683,1.1,-10.1,-5.7,512.5,55.3,8.7,872.6
2019/2/8 11:00,-12.8626,1.1,-9.7,-5.1,571.5,51.1,7.9,872.4
2019/2/8 11:15,-13.7092,1,-9.4,-4.8,571.5,47.4,7,872.2
2019/2/8 11:30,-14.6734,1,-9.1,-4.4,616.5,44.2,6.2,872.1
2019/2/8 11:45,-14.7659,0.9,-8.8,-4.2,616.5,42.3,5.7,872.1
2019/2/8 12:00,-14.7297,1,-8.6,-3.8,645.2,41.7,5.5,872.1
2019/2/8 12:15,-11.2605,1,-8.4,-3.7,645.2,42.2,5.5,872
2019/2/8 12:30,-14.6778,1,-8.2,-3.4,657.6,43.5,5.7,871.9
2019/2/8 12:45,-13.9734,1.1,-8.1,-3.3,657.6,44.8,6.2,871.9
2019/2/8 13:00,-3.8879,1.1,-7.9,-3.1,637.8,45.9,6.6,871.9
2019/2/8 13:15,-9.0405,1.1,-7.8,-3,637.8,46.7,7,871.9
2019/2/8 13:30,-14.0459,1.2,-7.7,-3.1,578.5,47.4,7.4,871.9
2019/2/8 13:45,-13.1993,1.2,-7.7,-3.2,578.5,47.7,8,872
2019/2/8 14:00,-14.2605,1.2,-7.9,-3.5,527.7,47.9,8.4,872
2019/2/8 14:15,-13.8232,1.2,-8,-3.6,527.7,47.9,8.5,872.2
2019/2/8 14:30,-13.2415,1.1,-8.1,-3.9,494.5,48.1,8.3,872.4
2019/2/8 14:45,-12.3587,1.1,-8.3,-4.1,494.5,48,8,872.6
2019/2/8 15:00,-11.7985,1.1,-8.5,-4.4,440.1,48.1,7.8,872.8
2019/2/8 15:15,-10.7522,1.1,-8.7,-4.6,440.1,47.9,7.6,873
2019/2/8 15:30,-9.805,1.1,-8.9,-5.1,387.1,47.9,7.4,873.1
2019/2/8 15:45,-8.5987,1,-9.1,-5.2,387.1,47.7,7.2,873.3
2019/2/8 16:00,-7.7019,1,-9.4,-5.9,314.3,48,7,873.5
2019/2/8 16:15,-5.9732,1,-9.5,-6,314.3,48,7.1,873.6
2019/2/8 16:30,-5.3568,1,-9.9,-6.7,222,48.6,7.4,873.8
2019/2/8 16:45,-4.2705,1,-10.1,-7,222,49,7.9,874
2019/2/9 7:45,-0.0858,0.9,-18.4,-15.4,0,89.6,14.5,881
2019/2/9 8:00,-0.0858,0.9,-17.9,-14.7,70.3,86.8,15.3,881
2019/2/9 8:15,-0.3722,0.7,-19.8,-16.1,70.8,77.8,9.7,881.2
2019/2/9 8:30,-0.8953,0.7,-19.3,-15.1,170.7,73.4,10.2,881.4
2019/2/9 8:45,-1.4718,0.7,-19,-14.7,170.7,71.7,10.6,881.6
2019/2/9 9:00,-1.9151,0.7,-18.5,-13.7,270.5,68.7,11.1,881.8
2019/2/9 9:15,-2.0497,0.7,-18.1,-13.2,270.5,67,11.6,881.9
2019/2/9 9:30,-2.7772,0.7,-17.7,-12.3,363.9,64.8,12,882
2019/2/9 9:45,-3.7651,0.7,-17.3,-11.9,363.9,63.5,12.3,882
2019/2/9 10:00,-4.1876,0.7,-16.8,-11,448,61.8,12.5,882
2019/2/9 10:15,-4.2742,0.7,-16.5,-10.6,448,60.5,12.7,881.8
2019/2/9 10:30,-5.1356,0.7,-16.1,-9.9,520.4,58.8,12.8,881.7
2019/2/9 10:45,-5.4345,0.7,-15.7,-9.5,520.4,57.3,13,881.6
2019/2/9 11:00,-7.0951,0.7,-15.3,-8.8,579.6,55.5,13.2,881.6
2019/2/9 11:15,-5.0549,0.7,-14.9,-8.4,579.6,54,13.5,881.4
2019/2/9 11:30,-4.7478,0.7,-14.5,-7.8,624.2,52.4,13.8,881.2
2019/2/9 11:45,-5.1237,0.7,-14.2,-7.5,624.2,50.9,14.3,881.1
2019/2/9 12:00,-6.2759,0.7,-13.8,-7,653.2,49.4,14.7,881.1
2019/2/9 12:15,-6.5453,0.7,-13.5,-6.7,653.2,48.2,15.3,881.1
2019/2/9 12:30,-7.2483,0.7,-13.2,-6.3,666.1,47.2,15.9,880.9
2019/2/9 12:45,-6.8213,0.8,-12.8,-6,666.1,46.5,16.4,880.8
2019/2/9 13:00,-6.7502,0.8,-12.5,-5.8,663.1,45.9,17,880.5
2019/2/9 13:15,-6.1575,0.8,-12.1,-5.6,663.1,45.4,17.8,880.3
2019/2/9 13:30,-6.0509,0.8,-11.8,-5.4,644,44.8,18.6,880.1
2019/2/9 13:45,-6.7073,0.8,-11.5,-5.2,644,44.1,19.6,880
2019/2/9 14:00,-5.4944,0.8,-11.2,-5.1,589.2,43.4,20.7,879.8
2019/2/9 14:15,-5.8556,0.8,-10.9,-4.9,589.2,42.7,21.9,879.7
2019/2/9 14:30,-3.6829,0.8,-10.7,-4.9,510.4,42.1,23.3,879.6
2019/2/9 14:45,-3.6038,0.8,-10.5,-4.8,510.4,41.6,24.8,879.6
2019/2/9 15:00,-3.5268,0.8,-10.3,-5,443.4,41.5,26.3,879.6
2019/2/9 15:15,-3.9767,0.8,-10.1,-4.9,443.4,41.2,27.8,879.5
2019/2/9 15:30,-2.6869,0.8,-10,-5.3,350.7,41.3,29.3,879.4
2019/2/9 15:45,-3.3196,0.8,-9.9,-5.3,350.7,41.2,30.8,879.4
2019/2/9 16:00,-2.7712,0.9,-9.8,-5.7,260,41.5,32.1,879.3
2019/2/9 16:15,-2.3317,0.9,-9.7,-5.8,260,41.5,33.5,879.3
2019/2/9 16:30,-2.2074,0.9,-9.8,-6.3,171.9,42,35.1,879.2
2019/2/9 16:45,-1.9572,0.9,-9.7,-6.4,171.9,42,36.9,879.1
2019/2/10 7:45,-0.2185,1.2,-14.3,-11.9,0,84.4,71.1,878.6
2019/2/10 8:00,-0.7185,1.2,-13.9,-11.4,41.2,82.7,70.9,878.6
2019/2/10 8:15,-0.6275,1,-16.4,-13.3,53.1,79.3,51.7,878.3
2019/2/10 8:30,-1.2172,0.9,-16,-12.4,169,73.3,50.9,878.2
2019/2/10 8:45,-1.8766,0.9,-15.7,-12,169,71.6,49.5,878
2019/2/10 9:00,-2.0853,0.9,-15.1,-11.1,272,67.7,47.8,877.7
2019/2/10 9:15,-3.0251,0.9,-14.8,-10.7,272,65.3,46.1,877.5
2019/2/10 9:30,-2.8711,0.9,-14.2,-9.6,365.2,61.7,45.4,877.3
2019/2/10 9:45,-2.88,0.9,-13.8,-9.2,365.2,58.7,45.5,877.2
2019/2/10 10:00,-2.8334,0.9,-13.3,-8.3,448.9,55.5,45.8,877
2019/2/10 10:15,-2.8652,0.9,-12.9,-7.8,448.9,53.2,46.1,877.2
2019/2/10 10:30,-2.9082,0.9,-12.4,-7.1,519.6,51.1,46,876.9
2019/2/10 10:45,-2.8438,0.9,-12,-6.7,519.6,49.6,45.7,876.8
2019/2/10 11:00,-2.8445,0.9,-11.6,-5.9,570,47.8,45.7,876.6
2019/2/10 11:15,-2.8734,0.9,-11.2,-5.6,570,46.4,45.8,876.6
2019/2/10 11:30,-2.8748,0.9,-10.7,-5,599.9,45,46.2,876.6
2019/2/10 11:45,-2.897,0.9,-10.3,-4.7,599.9,43.8,47.1,876.6
2019/2/10 12:00,-2.903,0.9,-9.9,-4.2,612.6,42.5,48.1,876.4
2019/2/10 12:15,-2.8327,0.9,-9.5,-4,612.6,41.3,49.3,876.2
2019/2/10 12:30,-2.8083,0.9,-9.2,-3.7,607.5,40.5,50.3,876.1
2019/2/10 12:45,-2.8526,0.9,-8.8,-3.5,607.5,39.8,51.7,876
2019/2/10 13:00,-2.7994,0.9,-8.5,-3.2,647.7,39.1,52.6,875.8
2019/2/10 13:15,-2.7949,0.9,-8.2,-3,647.7,38.5,53.4,875.6
2019/2/10 13:30,-2.789,0.9,-7.9,-3,641.4,38.2,53.7,875.4
2019/2/10 13:45,-2.7823,0.9,-7.6,-2.8,641.4,37.9,53.2,875.2
2019/2/10 14:00,-2.7646,1,-7.4,-2.8,608.3,38,52.6,875.1
2019/2/10 14:15,-2.7498,1,-7.1,-2.6,608.3,38.1,52.1,874.9
2019/2/10 14:30,-2.7217,1,-6.9,-2.7,558.4,38.5,51.7,874.7
2019/2/10 14:45,-2.6617,1,-6.6,-2.5,558.4,38.8,51.2,874.6
2019/2/10 15:00,-2.6262,1.1,-6.5,-2.7,494.4,39.3,50.9,874.5
2019/2/10 15:15,-2.5611,1.1,-6.3,-2.6,494.4,39.5,50.1,874.4
2019/2/10 15:30,-2.7172,1.1,-6.2,-2.9,417.8,40.1,48.9,874.2
2019/2/10 15:45,-2.8919,1.1,-6.1,-2.9,417.8,40.4,48.2,874.1
2019/2/10 16:00,-2.6972,1.1,-6.1,-3.3,330.6,41.2,48.5,873.9
2019/2/10 16:15,-2.5803,1.2,-6,-3.3,330.6,41.8,49.5,873.8
2019/2/10 16:30,-2.5973,1.2,-6.1,-3.8,223,43.1,51,873.6
2019/2/10 16:45,-2.0305,1.2,-6,-3.9,223,44.1,52.3,873.5
2019/2/11 7:45,-1.1738,1.2,-15,-12.7,0,86.7,20.4,877.4
2019/2/11 8:00,-1.6738,1.2,-14.6,-12.1,77.9,83.9,22.7,877.7
2019/2/11 8:15,-2.6299,1,-16.5,-13.5,78.1,82.7,48.8,878
2019/2/11 8:30,-2.8837,1,-16.1,-12.6,178.6,77.2,50,878.2
2019/2/11 8:45,-2.8186,0.9,-16,-12.3,178.6,73.9,51.1,878.3
2019/2/11 9:00,-2.5544,0.9,-15.7,-11.5,279,70.3,51.8,878.5
2019/2/11 9:15,-2.8489,0.9,-15.6,-11.2,279,68.3,52.7,878.6
2019/2/11 9:30,-2.8216,0.9,-15.3,-10.4,371.8,65.7,53.5,878.6
2019/2/11 9:45,-2.7942,0.9,-15.1,-10.2,371.8,64,54.4,878.6
2019/2/11 10:00,-2.8134,0.9,-14.8,-9.4,457.5,62,55.6,878.6
2019/2/11 10:15,-2.846,0.8,-14.6,-9.1,457.5,60.4,57,878.7
2019/2/11 10:30,-9.2507,0.8,-14.2,-8.5,528.2,58.7,58.2,878.7
2019/2/11 10:45,-11.9754,0.8,-14,-8.2,528.2,57.3,59.3,878.7
2019/2/11 11:00,-13.4783,0.8,-13.7,-7.7,588.3,55.8,59.9,878.7
2019/2/11 11:15,-11.0452,0.8,-13.4,-7.4,588.3,54.5,60,878.7
2019/2/11 11:30,-11.5728,0.8,-13.1,-6.9,632.9,53.2,59.8,878.5
2019/2/11 11:45,-14.6135,0.8,-12.8,-6.7,632.9,52.1,59.7,878.4
2019/2/11 12:00,-13.2082,0.8,-12.5,-6.3,662.1,50.8,59.7,878.3
2019/2/11 12:15,-14.8739,0.8,-12.3,-6,662.1,49.6,59.6,878.1
2019/2/11 12:30,-14.6112,0.8,-12,-5.7,675.3,48.3,59.5,878
2019/2/11 12:45,-13.9341,0.8,-11.7,-5.5,675.3,47.1,59.4,877.9
2019/2/11 13:00,-14.2294,0.8,-11.5,-5.3,672.1,46.1,58.8,877.8
2019/2/11 13:15,-14.8295,0.8,-11.3,-5.1,672.1,45.2,58.2,877.6
2019/2/11 13:30,-14.706,0.8,-11.1,-5.1,652.7,44.3,58.4,877.5
2019/2/11 13:45,-14.3996,0.8,-10.8,-4.9,652.7,43.5,59.3,877.4
2019/2/11 14:00,-13.983,0.8,-10.7,-4.9,617.3,42.7,60.6,877.4
2019/2/11 14:15,-13.5715,0.8,-10.5,-4.8,617.3,42,63.7,877.4
2019/2/11 14:30,-13.0691,0.8,-10.3,-4.8,540.2,41.3,69.2,877.4
2019/2/11 14:45,-10.8232,0.8,-10.2,-4.6,540.2,40.6,71,877.3
2019/2/11 15:00,-10.3488,0.8,-10.1,-5,397.9,40.4,71.2,877.3
2019/2/11 15:15,-11.1495,0.8,-10,-5,397.9,39.9,71.6,877.3
2019/2/11 15:30,-7.7803,0.8,-10,-5.4,300.5,39.8,71.7,877.4
2019/2/11 15:45,-8.228,0.8,-9.9,-5.4,300.5,39.4,71.6,877.4
2019/2/11 16:00,-3.8257,0.8,-10,-5.9,205.2,39.5,71.5,877.5
2019/2/11 16:15,-3.8398,0.8,-9.9,-5.9,205.2,39.3,71.1,877.4
2019/2/11 16:30,-1.6827,0.8,-9.9,-6.4,135.3,39.5,70.8,877.4
2019/2/11 16:45,-1.864,0.8,-9.9,-6.4,135.3,39.3,70,877.3
2019/2/12 7:45,-0.182,1.6,-11.3,-8.9,0,88.9,40,875.9
2019/2/12 8:00,-0.182,1.6,-11.2,-8.5,38.9,87.9,41,876.1
2019/2/12 8:15,-0.182,1.4,-13,-9.9,43,85.8,30.3,878.3
2019/2/12 8:30,-0.182,1.4,-12.7,-9.4,116.7,84.5,29.4,878.3
2019/2/12 8:45,-0.182,1.4,-12.6,-9.1,116.7,83.8,28.3,878.3
2019/2/12 9:00,-0.4647,1.4,-12.2,-8.3,215.6,82.1,27.4,878.4
2019/2/12 9:15,-0.626,1.4,-12,-8,215.6,81.1,26.7,878.4
2019/2/12 9:30,-0.8162,1.4,-11.6,-7.1,313.8,79.3,26.6,878.5
2019/2/12 9:45,-0.8672,1.4,-11.4,-6.7,313.8,78.1,26.6,878.4
2019/2/12 10:00,-1.1114,1.4,-11.1,-6,387.6,76.4,25.8,878.4
2019/2/12 10:15,-1.4237,1.4,-10.8,-5.6,387.6,74.9,24.6,878.5
2019/2/12 10:30,-1.77,1.4,-10.5,-4.9,461.1,73,23.9,878.4
2019/2/12 10:45,-1.9757,1.4,-10.3,-4.6,461.1,71.6,22.7,878.6
2019/2/12 11:00,-2.18,1.4,-10,-4,519.2,69.8,20.1,878.6
2019/2/12 11:15,-2.4027,1.4,-9.7,-3.7,519.2,68.4,17.4,878.7
2019/2/12 11:30,-2.6802,1.4,-9.4,-3.3,553.3,67.1,15.7,878.7
2019/2/12 11:45,-3.2959,1.4,-9.2,-3,553.3,66.3,14.6,878.7
2019/2/12 12:00,-5.0875,1.4,-8.9,-2.7,579.3,65.5,13.7,878.6
2019/2/12 12:15,-8.1089,1.5,-8.7,-2.5,579.3,64.5,13.3,878.6
2019/2/12 12:30,-9.6747,1.5,-8.4,-2.2,595.5,63.2,13.4,878.6
2019/2/12 12:45,-9.2337,1.5,-8.2,-2,595.5,62.1,14.3,878.6
2019/2/12 13:00,-7.8898,1.5,-8,-1.9,573.3,61.2,15.7,878.6
2019/2/12 13:15,-4.1795,1.5,-7.8,-1.8,573.3,60.4,17.2,878.6
2019/2/12 13:30,-7.3607,1.5,-7.6,-1.8,557.3,59.7,18.3,878.6
2019/2/12 13:45,-5.3842,1.5,-7.4,-1.7,557.3,58.9,19,878.5
2019/2/12 14:00,-6.546,1.5,-7.2,-1.7,530.8,58.3,19.6,878.5
2019/2/12 14:15,-11.2879,1.5,-7,-1.6,530.8,57.7,20.2,878.5
2019/2/12 14:30,-11.6039,1.5,-6.9,-1.8,479.7,57.3,20.7,878.5
2019/2/12 14:45,-4.3252,1.5,-6.8,-1.8,479.7,56.8,21.3,878.5
2019/2/12 15:00,-3.2404,1.5,-6.7,-2.2,405.7,56.7,22,878.6
2019/2/12 15:15,-8.3775,1.5,-6.6,-2.2,405.7,56.4,22.7,878.7
2019/2/12 15:30,-5.9895,1.5,-6.7,-2.7,324,56.5,23.4,878.8
2019/2/12 15:45,-4.5909,1.5,-6.6,-2.8,324,56.2,24,878.9
2019/2/12 16:00,-6.8968,1.5,-6.8,-3.3,249,56.4,24.7,878.9
2019/2/12 16:15,-6.085,1.5,-6.8,-3.4,249,56.3,25.4,879
2019/2/12 16:30,-4.8544,1.5,-7,-4,173,56.7,26.1,879.1
2019/2/12 16:45,-3.3514,1.4,-7.1,-4.2,173,56.8,26.9,879.2
2019/2/13 7:45,-0.7392,0.9,-17.7,-15.1,1.6,82.5,35.3,883.1
2019/2/13 8:00,-1.5503,0.9,-17.1,-14.3,85.8,82,35.4,883.1
2019/2/13 8:15,-2.2888,0.7,-18.5,-14.9,86.2,68.4,54.7,881.9
2019/2/13 8:30,-3.7481,0.7,-18,-13.9,187.5,65.2,54.9,882
2019/2/13 8:45,-4.9098,0.7,-17.6,-13.5,187.5,63.2,54.7,882
2019/2/13 9:00,-5.988,0.7,-16.9,-12.4,287.9,58,53.7,882
2019/2/13 9:15,-7.2349,0.7,-16.5,-11.9,287.9,54.9,51.9,881.9
2019/2/13 9:30,-8.137,0.6,-16,-10.9,381.9,51.6,49.6,881.9
2019/2/13 9:45,-9.1856,0.6,-15.6,-10.4,381.9,49.6,47,881.9
2019/2/13 10:00,-10.0129,0.6,-15.1,-9.6,466.5,47.6,44.4,881.8
2019/2/13 10:15,-10.6722,0.6,-14.8,-9.2,466.5,46.5,41.4,881.8
2019/2/13 10:30,-11.3567,0.6,-14.3,-8.4,539.4,45.1,38.3,881.8
2019/2/13 10:45,-12.0249,0.6,-14,-8,539.4,44.2,34.8,881.8
2019/2/13 11:00,-12.6317,0.7,-13.6,-7.4,599,43.2,31.3,881.8
2019/2/13 11:15,-13.2423,0.7,-13.2,-7,599,42.5,28.3,881.6
2019/2/13 11:30,-13.7366,0.7,-12.8,-6.4,644.1,41.7,25.6,881.6
2019/2/13 11:45,-14.293,0.7,-12.5,-6.1,644.1,41.2,23.2,881.5
2019/2/13 12:00,-14.979,0.7,-12.1,-5.6,673.5,40.7,20.9,881.4
2019/2/13 12:15,-15.2476,0.7,-11.7,-5.3,673.5,40.2,19.1,881.3
2019/2/13 12:30,-15.5266,0.7,-11.3,-4.9,686.7,39.7,17.8,881.1
2019/2/13 12:45,-15.5192,0.7,-11,-4.6,686.7,39.3,17,881
2019/2/13 13:00,-15.5214,0.8,-10.6,-4.3,683.5,39.1,16.8,880.9
2019/2/13 13:15,-15.224,0.8,-10.2,-4.1,683.5,38.9,16.5,880.7
2019/2/13 13:30,-15.204,0.8,-9.9,-3.9,663.8,38.7,16.2,880.5
2019/2/13 13:45,-14.9605,0.8,-9.6,-3.7,663.8,38.5,15.8,880.3
2019/2/13 14:00,-14.6586,0.8,-9.3,-3.6,628.3,38.4,15.7,880.1
2019/2/13 14:15,-14.2886,0.8,-9,-3.4,628.3,38.3,16.2,880
2019/2/13 14:30,-13.7218,0.9,-8.8,-3.5,577.5,38.4,17.2,879.8
2019/2/13 14:45,-13.0106,0.9,-8.5,-3.3,577.5,38.5,18.3,879.7
2019/2/13 15:00,-12.0797,0.9,-8.3,-3.5,513.4,39,19.7,879.6
2019/2/13 15:15,-11.2383,0.9,-8.1,-3.4,513.4,39.4,21.4,879.5
2019/2/13 15:30,-10.2697,1,-7.9,-3.7,436.4,40,23.7,879.4
2019/2/13 15:45,-9.1575,1,-7.7,-3.7,436.4,40.4,26.3,879.2
